Sr No	Token	Original Token	UPOS	EngPOS	SPOS	case	Gender	Number	Person	Morphology Form	Lema	pronunciation
4	۾	۾	ADP	IN 	حرفِ جر					Morphology Form = Simple	۾	Me
5	ڪِن	ڪِن	PRON	DT 	ضمير					Morphology Form = Simple	ڪِن	kin
6	خاص	خاص	ADJ	JJ 	صفت					Morphology Form = Simple	خاص	Khaas
7	عضون	عضوو	NOUN	NN 	اسم	Case = ACC		Number = Plur		Morphology Form = Bound	عضوو	Uzvo
8	کانسواءِ	کان	ADP	IN 	حرفِ جر					Morphology Form = Bound	کانسواءِ	khaansiwaae
9	آخر	آخر	ADJ	JJ 	صفت					Morphology Form = Simple	آخر	Aakhir
10	ڪهڙو	ڪهڙو	ADV	RB 	ظرف					Morphology Form = Simple	ڪهڙو	kehrro
11	فرق	فرق	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	فرق	Farq
12	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
13	.	.	PERIOD		پورو دم							Dot
1	ڪنهن	ڪنهن	DET	DT 	ضمير اشارو					Morphology Form = Simple	ڪنهن	kehn
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	دل	دل	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	دل	Dil
4	آزارڻ	آزار	VERB	VB 	فعل					Morphology Form = Bound	آزار	Aazaar
5	نه	نه	ADV	RB 	ظرف					Morphology Form = Simple	نه	Na 
6	گھرجي	گھرج	AUX	VB 	فعل معاون					Morphology Form = Bound	گھرجي	ghurjay
7	.	.	PERIOD		پورو دم							Dot
1	هر	هر	DET	DT 	ضمير اشارو					Morphology Form = Simple	هر	Har
2	دل	دل	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	دل	Dil
3	۾	۾	ADP	IN 	حرفِ جر					Morphology Form = Simple	۾	Me
4	خدا	خدا	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	خدا	Khudaa
5	پاڻ	پاڻ	PRON	PRP 	ضمير					Morphology Form = Simple	پاڻ	paan
6	رهي	ره	VERB	VB 	فعل					Morphology Form = Bound	رهي	Rahay
7	ٿو	ٿو	VERB	VB 	فعل					Morphology Form = Simple	ٿو	tho
8	.	.	PERIOD		پورو دم							Dot
1	خبر	خبر	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	خبر	Khabar
2	نه	نه	ADV	RB 	ظرف					Morphology Form = Simple	نه	Na 
3	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
4	ته	ته	ADP	IN 	حرفِ جر					Morphology Form = Simple	ته	ta
5	ماڻهو	ماڻهو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماڻهو	Maanhoo
6	انسانن	انسانن	NOUN	NNS	اسم			Number = Plur		Morphology Form = Bound	انسان	Insaanan
7	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
8	ڪيئن	ڪيئن	ADV	RB 	ظرف					Morphology Form = Simple	ڪيئن	keean
9	ڏکائن	ڏک	VERB	VB 	فعل					Morphology Form = Bound	ڏک	ddukhaaen
10	ٿا	ٿا	VERB	VB 	فعل					Morphology Form = Simple	ٿو	thaa
11	.	.	PERIOD		پورو دم							Dot
1	خدا	خدا	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	خدا	Khudaa
2	اسان	آءُ	PRON	PRP 	ضمير					Morphology Form = Bound	اسان	Asaan
3	سڀني	سڀ	ADJ	JJ 	صفت					Morphology Form = Bound	سڀ	Sabhni
4	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
5	هدايت	هدايت	NOUN	NN 	اسم		Gender = Fem	Number = Sing		Morphology Form = Simple	هدايت	Hidayat
6	ڏيئي	ڏيئي	VERB	VB 	فعل					Morphology Form = Bound	ڏيئي	Ddiey
7	ته	ته	ADP	IN 	حرفِ جر					Morphology Form = Simple	ته	ta
8	جيئن	جيئن	ADV	RB 	ظرف					Morphology Form = Simple	جيئن	Jeean
9	اسان	آءُ	PRON	PRP 	ضمير					Morphology Form = Bound	اسان	Asaan
10	سٺا	سٺو	ADJ	JJ 	صفت					Morphology Form = Bound	سٺو	Suthaa
11	انسان	انسان	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	انسان	Insaan
12	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
13	سگھون	سگھو	AUX	VB 	فعل معاون					Morphology Form = Bound	سگھو	Saghoon
14	.	.	PERIOD		پورو دم							Dot
1	اچو	اچ	PRON	PRP 	ضمير			Number = Plur		Morphology Form = Bound	اچ	Acho
2	ته	ته	ADP	IN 	حرفِ جر					Morphology Form = Simple	ته	ta
3	هن	هن	DET	DT 	ضمير اشارو					Morphology Form = Simple	هن	Hin
4	دنيا	دنيا	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	دنيا	Duniyaa
5	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
6	خوبصورت	خوبصورت	ADJ	JJ 	صفت	Case = ACC				Morphology Form = Bound	خوبصورت	Khoobsoorat
7	بڻايون	بڻاءِ	VERB	VB 	فعل					Morphology Form = Bound	بڻاءِ	Bannaayoon
8	.	.	PERIOD		پورو دم							Dot
1	ڪمپيوٽر	ڪمپيوٽر	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڪمپيوٽر	computer
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	استعمال	استعمال	NOUN	NN 	اسم		Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	استعمال	Ustaad
4	ماڻهن	ماڻهو	NOUN	NN 	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	ماڻهو	Manhun
5	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
6	اڪيلو	اڪيلو	ADJ	JJ 	صفت			Number = Sing		Morphology Form = Bound	اڪيلو	Akelo
7	ڪيو	ڪيو	VERB	VB 	فعل					Morphology Form = Simple	ڪيو	kayo
8	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
9	.	.	PERIOD		پورو دم							Dot
1	هاڻي	هاڻ	ADV	RB 	ظرف					Morphology Form = Bound	هاڻي	Haanay
2	هر	هر	DET	DT 	ضمير اشارو					Morphology Form = Simple	هر	Har
3	ماڻهو	ماڻهو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماڻهو	Maanhoo
4	پوري	پوري	ADJ	JJ 	صفت					Morphology Form = Simple	پوري	poori
5	دنيا	دنيا	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	دنيا	Duniyaa
6	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
7	گھر	گھر	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	گھر	ghar
8	ويٺي	ويٺي	VERB	VB 	فعل					Morphology Form = Bound	ويٺي	Wethi
9	ڏسي	ڏس	VERB	VB 	فعل					Morphology Form = Bound	ڏس	Ddisi
10	سگھي	سگھي	AUX	VB 	فعل معاون					Morphology Form = Bound	سگھي	Saghay
11	ٿو	ٿو	VERB	VB 	فعل					Morphology Form = Simple	ٿو	tho
12	ڇاڪاڻ	ڇاڪاڻ	SCON	CC 	حرف جملو شرطيه					Morphology Form = Bound	ڇاڪاڻ	chhakaann
13	ته	ته	ADP	IN 	حرفِ جر					Morphology Form = Simple	ته	ta
14	انٽرنيٽ	انٽرنيٽ	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing		Morphology Form = Bound	انٽرنيٽ	Internet
15	پوري	پوري	ADJ	JJ 	صفت					Morphology Form = Simple	پوري	poori
16	دنيا	دنيا	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	دنيا	Duniyaa
17	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
18	گڏي	گڏ	ADV	RB 	ظرف					Morphology Form = Bound	گڏ	gadday
19	ڇڏيو	ڇڏ	VERB	VBD 	فعل					Morphology Form = Bound	ڇڏ	chhaddyo
20	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
21	.	.	PERIOD		پورو دم							Dot
1	هاڻي	هاڻ	ADV	RB 	ظرف					Morphology Form = Bound	هاڻي	Haanay
2	ماڻهو	ماڻهو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماڻهو	Maanhoo
3	صرف	صرف	ADV	RB 	ظرف					Morphology Form = Simple	صرف	Sirf
4	ڪمپيوٽر	ڪمپيوٽر	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڪمپيوٽر	computer
5	سان	سان	ADP	IN 	حرفِ جر					Morphology Form = Bound	سان	Saan
6	ئي	ئي	ADV	RB 	ظرف					Morphology Form = Simple	ئي	Ee
7	ڳالهيون	ڳاله	NOUN	NNS	اسم	Case = ACC		Number = Plur		Morphology Form = Bound	ڳاله	Ghaalhyoon
8	ڪن	ڪن	VERB	VB 	فعل					Morphology Form = Simple	ڪن	kan
9	پيا	پيو	VERB	VB 	فعل					Morphology Form = Bound	پيو	payaa
10	.	.	PERIOD		پورو دم							Dot
1	ڪمپيوٽر	ڪمپيوٽر	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڪمپيوٽر	computer
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	گھڻي	گھڻي	ADJ	JJ 	صفت					Morphology Form = Simple	گھڻي	Ghanni
4	استعمال	استعمال	NOUN	NN 	اسم		Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	استعمال	Ustaad
5	سان	سان	ADP	IN 	حرفِ جر					Morphology Form = Bound	سان	Saan
6	رشتن	رشتو	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	رشتو	Rishtan
7	مان	مان	ADP	PRP 	ضمير	Case = Nom				Morphology Form = Simple	مان	Maan
8	محبت	محبت	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	محبت	
9	ختم	ختم	ADJ	JJ 	صفت					Morphology Form = Simple	ختم	Khatam
10	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
11	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
12	.	.	PERIOD		پورو دم							Dot
1	اسان	آءُ	PRON	PRP 	ضمير					Morphology Form = Bound	اسان	Asaan
2	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
3	ڪمپيوٽر	ڪمپيوٽر	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڪمپيوٽر	computer
4	استعمال	استعمال	NOUN	NN 	اسم		Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	استعمال	Ustaad
5	ڪرڻ	ڪر	VERB	VB 	فعل			Number = Sing		Morphology Form = Simple	ڪر	karan
6	سان	سان	ADP	IN 	حرفِ جر					Morphology Form = Bound	سان	Saan
7	گڏوگڏ	گڏ	ADV	RB 	ظرف					Morphology Form = Bound	گڏ	Gadd o gadd
8	پنهنجن	پنهنجو	PRON	PRP 	ضمير					Morphology Form = Bound	پنهنجو	pahanjan
9	رشتيدارن	رشتي	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	رشتي	Rishtaydaaran
10	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
11	به	به	ADP	IN 	حرفِ جر					Morphology Form = Simple	به	Bi
12	وقت	وقت	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	وقت	Waqt
13	ڏيڻ	ڏي	VERB	VB 	فعل					Morphology Form = Simple	ڏيڻ	ddian
14	گھرجي	گھرج	AUX	VB 	فعل معاون					Morphology Form = Bound	گھرجي	ghurjay
15	.	.	PERIOD		پورو دم							Dot
1	اڪثر	اڪثر	ADV	RB 	ظرف			Number = Sing		Morphology Form = Simple	اڪثر	Aksar
2	دڪاندار	دڪان	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	دڪان	Dukaandaar
3	اگھوتري	اگھ	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing		Morphology Form = Bound	اگھوتري	Aghotary
4	مطابق	مطابق	ADV	RB 	ظرف					Morphology Form = Simple	مطابق	Mutaabaq
5	سودو	سودو	NOUN	NN 	اسم		Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	سودو	Sodo
6	سامان	سامان	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	سامان	Saamaan
7	نه	نه	ADV	RB 	ظرف					Morphology Form = Simple	نه	Na 
8	پيا	پيو	VERB	VB 	فعل					Morphology Form = Bound	پيو	payaa
9	وڪڻن	وڪڻ	VERB	VB 	فعل					Morphology Form = Bound	وڪڻ	wiknan
10	.	.	PERIOD		پورو دم							Dot
1	هي	هي	DET	DT 	ضمير اشارو					Morphology Form = Simple	هي	He
2	وقت	وقت	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	وقت	Waqt
3	تعليم	تعليم	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	تعليم	Taaleem
4	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
5	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
6	.	.	PERIOD		پورو دم							Dot
1	دنيا	دنيا	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	دنيا	Duniyaa
2	جنت	جنت	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	جنت	Janat
3	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
4	هڪ	هڪ	NUM	CD 	صفت عددي					Morphology Form = Simple	هڪ	Hik
5	حسين	حسين	ADJ	JJ 	صفت	Case = Nom				Morphology Form = Simple	حسين	Hasseen
6	منظر	منظر	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	منظر	Manzar
7	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
8	.	.	PERIOD		پورو دم							Dot
1	هُو	هُو	DET	DT 	ضمير اشارو					Morphology Form = Simple	هُو	Hoo
2	تنهنجو	تنهنجو	PRON	PRP 	ضمير		Gender = Masc	Number = Sing		Morphology Form = Bound	تنهنجو	Tuhenjo
3	ڪتاب	ڪتاب	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڪتاب	kitaab
4	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
5	.	.	PERIOD		پورو دم							Dot
6	ڇوڪرو	ڇوڪر	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڇوڪرو	chhokro
7	سڄي	سڄ	ADJ	JJ 	صفت					Morphology Form = Bound	سڄي	Sajji
8	رات	رات	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	رات	Raat
9	پڙهندو	پڙه	VERB	VB 	فعل					Morphology Form = Bound	پڙه	Parhando
10	رهيو	رهيو	VERB	VBD 	فعل					Morphology Form = Bound	رهيو	Rahyo
11	.	.	PERIOD		پورو دم							Dot
1	اڄ	اڄ	ADV	RB 	ظرف			Number = Sing		Morphology Form = Simple	اڄ	Ajj
2	هوءَ	هوءَ	DET	DT 	ضمير اشارو					Morphology Form = Bound	هوءَ	Hooa
3	گھڻي	گھڻي	ADJ	JJ 	صفت					Morphology Form = Simple	گھڻي	Ghanni
4	خوش	خوش	ADJ	JJ 	صفت	Case = ACC				Morphology Form = Simple	خوش	Khush
5	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
6	.	.	PERIOD		پورو دم							Dot
1	ڇوڪري	ڇوڪرِ	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ڇوڪرِ	chhokri
2	ڪتاب	ڪتاب	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڪتاب	kitaab
3	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
4	ڏسي	ڏس	VERB	VB 	فعل					Morphology Form = Bound	ڏس	Ddisi
5	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
6	.	.	PERIOD		پورو دم							Dot
1	هوءَ	هوءَ	DET	DT 	ضمير اشارو					Morphology Form = Bound	هوءَ	Hooa
2	ڇوڪري	ڇوڪرِ	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ڇوڪرِ	chhokri
3	اڄ	اڄ	ADV	RB 	ظرف			Number = Sing		Morphology Form = Simple	اڄ	Ajj
4	گھڻي	گھڻي	ADJ	JJ 	صفت					Morphology Form = Simple	گھڻي	Ghanni
5	خوش	خوش	ADJ	JJ 	صفت	Case = ACC				Morphology Form = Simple	خوش	Khush
6	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
7	.	.	PERIOD		پورو دم							Dot
1	تو	تو	PRON	PRP 	ضمير					Morphology Form = Simple	تو	To
2	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
3	ڪهڙي	ڪهڙي	ADV	RB 	ظرف					Morphology Form = Simple	ڪهڙي	kehrri
4	خبر	خبر	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	خبر	Khabar
5	ته	ته	ADP	IN 	حرفِ جر					Morphology Form = Simple	ته	ta
6	هُو	هُو	DET	DT 	ضمير اشارو					Morphology Form = Simple	هُو	Hoo
7	منهنجي	منهن	PRON	PRP 	ضمير	Case = Possessive				Morphology Form = Bound	منهنجي	Muhnji
8	زندگي	زندگي	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زندگي	Zindagi
9	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
10	.	.	PERIOD		پورو دم							Dot
1	تنهنجا	تنهنجو	PRON	PRP 	ضمير		Gender = Masc	Number = Plur		Morphology Form = Bound	تنهنجو	Tuhenja
2	دوست	دوست	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	دوست	Doast
3	توکي	تو	PRON	PRP 	ضمير					Morphology Form = Bound	توکي	Tokhay
4	ايماندار	ايماندار	ADJ	JJ 	صفت	Case = ACC	Gender = Masc	Number = Sing		Morphology Form = Bound	ايماندار	Eamaandar
5	سمجھن	سمجھ	VERB	VB 	فعل					Morphology Form = Bound	سمجھ	Samjhan
6	ٿا	ٿا	VERB	VB 	فعل					Morphology Form = Simple	ٿو	thaa
7	.	.	PERIOD		پورو دم							Dot
1	انسان	انسان	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	انسان	Insaan
2	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
3	هميشه	هميشه	ADV	RB 	ظرف					Morphology Form = Simple	هميشه	Hamesha
4	سچ	سچ	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	سچ	sach
5	ڳالهائڻ	ڳاله	VERB	VB 	فعل					Morphology Form = Bound	ڳاله	Ghaalhaaen
6	گھرجي	گھرج	AUX	VB 	فعل معاون					Morphology Form = Bound	گھرجي	ghurjay
7	.	.	PERIOD		پورو دم							Dot
1	هر	هر	DET	DT 	ضمير اشارو					Morphology Form = Simple	هر	Har
2	ماڻهو	ماڻهو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماڻهو	Maanhoo
3	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
4	سٺو	سٺو	ADJ	JJ 	صفت					Morphology Form = Bound	سٺو	Sutho
5	سوچڻ	سوچ	VERB	VB 	فعل					Morphology Form = Simple	سوچ	Sochan
6	گھرجي	گھرج	AUX	VB 	فعل معاون					Morphology Form = Bound	گھرجي	ghurjay
7	.	.	PERIOD		پورو دم							Dot
1	حق	حق	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	حق	Haq
2	۽	۽	CONJ	CC 	حرف جملو						۽	Aen
3	سچ	سچ	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	سچ	sach
4	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
5	ساٿ	ساٿ	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ساٿ	Saath
6	ڏجي	ڏج	VERB	VB 	فعل					Morphology Form = Bound	ڏجي	Ddijay
7	.	.	PERIOD		پورو دم							Dot
1	هر	هر	DET	DT 	ضمير اشارو					Morphology Form = Simple	هر	Har
2	انسان	انسان	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	انسان	Insaan
3	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
4	عزت	عزت	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	عزت	izat
5	ڏيڻ	ڏي	VERB	VB 	فعل					Morphology Form = Simple	ڏيڻ	ddian
6	گھرجي	گھرج	AUX	VB 	فعل معاون					Morphology Form = Bound	گھرجي	ghurjay
7	.	.	PERIOD		پورو دم							Dot
1	پنهنجي	پنهنجي	PRON	PRP 	ضمير					Morphology Form = Bound	پنهنجي	Pahenji
2	زندگي	زندگي	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زندگي	Zindagi
3	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
4	گذارڻ	گذار	VERB	VB 	فعل					Morphology Form = Simple	گذار	Guzaaran
5	سکو	سک	VERB	VB 	فعل					Morphology Form = Bound	سک	Sikho
6	.	.	PERIOD		پورو دم							Dot
1	انسان	انسان	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	انسان	Insaan
2	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
3	زندگي	زندگي	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زندگي	Zindagi
4	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
5	وهنوار	وهنوار	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	وهنوار	Wahnwaar
6	سادگي	سادگي	ADJ	JJ 	صفت					Morphology Form = Simple	سادگي	Saadgi
